asset_id,recorded_at,vibration,temperature,pressure,rms,kurtosis,peak_to_peak
AST-003,2003-10-29 15:16:24,0.455,51.36,5.688,0.07264,2.99646,0.39748
AST-003,2003-10-29 15:26:24,0.479,50.06,5.356,0.08436,3.0802,0.45779
AST-003,2003-10-29 15:36:24,0.497,52.95,5.562,0.08473,2.86021,0.35169
AST-003,2003-10-29 15:46:24,0.466,50.66,5.633,0.08452,3.21549,0.3535
AST-003,2003-10-29 15:56:24,0.465,51.88,5.286,0.09251,2.96199,0.32639
AST-003,2003-10-29 16:06:24,0.422,52.08,5.5,0.09112,2.87904,0.48478
AST-003,2003-10-29 16:16:24,0.501,51.31,5.562,0.08039,2.88983,0.38698
AST-003,2003-10-29 16:26:24,0.477,52.57,5.406,0.08397,3.0903,0.37911
AST-003,2003-10-29 16:36:24,0.501,53.08,5.375,0.08155,3.17009,0.41612
AST-003,2003-10-29 16:46:24,0.552,50.65,5.665,0.0849,3.03481,0.39651
AST-003,2003-10-29 16:56:24,0.481,52.56,5.156,0.08192,3.11613,0.30409
AST-003,2003-10-29 17:06:24,0.448,52.8,5.475,0.08902,2.78328,0.33052
AST-003,2003-10-29 17:16:24,0.468,50.76,5.515,0.08824,3.05213,0.43731
AST-003,2003-10-29 17:26:24,0.543,53.64,5.338,0.07929,2.98502,0.35025
AST-003,2003-10-29 17:36:24,0.501,52.78,5.381,0.08014,3.10434,0.33184
AST-003,2003-10-29 17:46:24,0.514,52.59,5.273,0.08392,2.96477,0.3808
AST-003,2003-10-29 17:56:24,0.425,52.22,5.323,0.08447,2.8231,0.39729
AST-003,2003-10-29 18:06:24,0.5,51.6,5.661,0.07773,2.92225,0.34255
AST-003,2003-10-29 18:16:24,0.582,52.59,5.702,0.08379,3.00005,0.36691
AST-003,2003-10-29 18:26:24,0.535,52.76,5.348,0.08214,3.19223,0.34722
AST-003,2003-10-29 18:36:24,0.542,52.63,5.368,0.0705,2.95547,0.37593
AST-003,2003-10-29 18:46:24,0.487,54.51,5.5,0.08727,3.14809,0.34889
AST-003,2003-10-29 18:56:24,0.566,54.04,5.617,0.07625,2.8411,0.34022
AST-003,2003-10-29 19:06:24,0.573,50.34,5.814,0.08326,2.90496,0.32461
AST-003,2003-10-29 19:16:24,0.442,50.96,5.43,0.08295,3.13207,0.30961
AST-003,2003-10-29 19:26:24,0.506,50.33,5.952,0.07765,3.13396,0.39014
AST-003,2003-10-29 19:36:24,0.575,52.79,5.463,0.08551,3.15317,0.37037
AST-003,2003-10-29 19:46:24,0.559,53.91,5.365,0.08148,3.07894,0.42266
AST-003,2003-10-29 19:56:24,0.456,51.35,5.487,0.08185,3.0728,0.43036
AST-003,2003-10-29 20:06:24,0.473,50.53,5.442,0.08416,3.09606,0.34536
AST-003,2003-10-29 20:16:24,0.495,53.95,5.624,0.08,3.17653,0.36129
AST-003,2003-10-29 20:26:24,0.539,52.74,5.343,0.09069,2.82024,0.36928
AST-003,2003-10-29 20:36:24,0.543,52.24,5.205,0.09001,3.08322,0.37282
AST-003,2003-10-29 20:46:24,0.432,51.23,5.172,0.0818,3.17309,0.44093
AST-003,2003-10-29 20:56:24,0.492,52.18,5.379,0.09102,3.28531,0.47801
AST-003,2003-10-29 21:06:24,0.536,53.86,5.252,0.07837,3.01519,0.32758
AST-003,2003-10-29 21:16:24,0.491,50.22,5.527,0.07864,2.96314,0.39553
AST-003,2003-10-29 21:26:24,0.576,51.31,5.583,0.08151,2.97126,0.41258
AST-003,2003-10-29 21:36:24,0.479,50.31,5.702,0.08182,2.99229,0.30268
AST-003,2003-10-29 21:46:24,0.457,49.13,5.431,0.07957,2.78176,0.42214
AST-003,2003-10-29 21:56:24,0.501,52.91,5.384,0.08397,3.14416,0.40582
AST-003,2003-10-29 22:06:24,0.552,51.22,5.494,0.0814,3.08181,0.36934
AST-003,2003-10-29 22:16:24,0.427,51.25,5.409,0.07962,3.11,0.31356
AST-003,2003-10-29 22:26:24,0.469,49.48,5.366,0.07951,2.72335,0.42764
AST-003,2003-10-29 22:36:24,0.462,49.88,5.28,0.07698,3.28384,0.31804
AST-003,2003-10-29 22:46:24,0.506,51.51,5.5,0.08042,2.89739,0.37947
AST-003,2003-10-29 22:56:24,0.553,51.44,5.22,0.08203,2.94654,0.40488
AST-003,2003-10-29 23:06:24,0.485,50.86,5.586,0.07569,2.94074,0.35591
AST-003,2003-10-29 23:16:24,0.518,49.9,5.399,0.08001,2.80193,0.34942
AST-003,2003-10-29 23:26:24,0.478,51.01,5.55,0.07713,2.67914,0.34627
AST-003,2003-10-29 23:36:24,0.544,49.46,5.469,0.0808,3.27444,0.34598
AST-003,2003-10-29 23:46:24,0.52,51.51,5.343,0.07483,3.00558,0.27401
AST-003,2003-10-29 23:56:24,0.516,50.47,5.759,0.08247,2.95556,0.34392
AST-003,2003-10-30 00:06:24,0.524,52.51,5.353,0.07419,3.08444,0.39971
AST-003,2003-10-30 00:16:24,0.46,47.01,5.621,0.07167,2.79805,0.25305
AST-003,2003-10-30 00:26:24,0.472,49.44,5.286,0.07759,2.89155,0.34556
AST-003,2003-10-30 00:36:24,0.476,50.02,5.401,0.07546,3.05119,0.32358
AST-003,2003-10-30 00:46:24,0.391,49.13,5.273,0.07951,3.08123,0.28125
AST-003,2003-10-30 00:56:24,0.482,48.35,5.337,0.07579,3.02937,0.34283
AST-003,2003-10-30 01:06:24,0.548,50.42,5.508,0.07775,2.9331,0.28616
AST-003,2003-10-30 01:16:24,0.477,50.21,5.412,0.08112,3.33756,0.31074
AST-003,2003-10-30 01:26:24,0.482,48.34,5.6,0.07875,3.02002,0.41884
AST-003,2003-10-30 01:36:24,0.514,47.73,5.54,0.08423,2.93887,0.40223
AST-003,2003-10-30 01:46:24,0.527,49.83,5.476,0.08084,3.08624,0.41268
AST-003,2003-10-30 01:56:24,0.54,49.55,5.634,0.07674,3.11716,0.38157
AST-003,2003-10-30 02:06:24,0.528,49.89,5.653,0.08798,2.806,0.38743
AST-003,2003-10-30 02:16:24,0.503,48.31,5.548,0.0851,2.7639,0.3755
AST-003,2003-10-30 02:26:24,0.551,49.59,5.502,0.08692,2.81338,0.33729
AST-003,2003-10-30 02:36:24,0.505,47.82,5.541,0.07597,3.00695,0.35164
AST-003,2003-10-30 02:46:24,0.501,49.98,5.56,0.07981,3.17703,0.32976
AST-003,2003-10-30 02:56:24,0.452,47.53,5.782,0.07781,3.14784,0.40367
AST-003,2003-10-30 03:06:24,0.437,48.35,5.416,0.07624,3.07969,0.32436
AST-003,2003-10-30 03:16:24,0.481,46.51,5.545,0.0743,2.98385,0.26751
AST-003,2003-10-30 03:26:24,0.48,49.8,5.491,0.08578,2.77478,0.33276
AST-003,2003-10-30 03:36:24,0.487,48.38,5.547,0.07425,2.77199,0.298
AST-003,2003-10-30 03:46:24,0.493,47.05,5.767,0.07536,2.96843,0.36214
AST-003,2003-10-30 03:56:24,0.507,47.49,5.623,0.08338,2.94922,0.32588
AST-003,2003-10-30 04:06:24,0.454,47.79,5.547,0.07739,2.85725,0.34823
AST-003,2003-10-30 04:16:24,0.491,46.79,5.402,0.0745,3.23794,0.26792
AST-003,2003-10-30 04:26:24,0.456,46.28,5.675,0.0712,2.84565,0.32076
AST-003,2003-10-30 04:36:24,0.455,49.79,5.447,0.08098,2.7673,0.43101
AST-003,2003-10-30 04:46:24,0.482,47.98,5.516,0.07803,2.95828,0.33661
AST-003,2003-10-30 04:56:24,0.484,48.82,5.673,0.08264,3.14151,0.34704
AST-003,2003-10-30 05:06:24,0.535,48.16,5.469,0.07828,3.2012,0.41137
AST-003,2003-10-30 05:16:24,0.438,46.69,5.498,0.08258,3.04756,0.44255
AST-003,2003-10-30 05:26:24,0.512,49.9,5.518,0.07218,3.08806,0.32491
AST-003,2003-10-30 05:36:24,0.507,47.31,5.455,0.0845,2.9073,0.39795
AST-003,2003-10-30 05:46:24,0.454,50.76,5.668,0.08656,3.10346,0.32177
AST-003,2003-10-30 05:56:24,0.411,48.89,5.693,0.0737,2.86064,0.37692
AST-003,2003-10-30 06:06:24,0.492,47.51,5.264,0.07618,2.80978,0.28501
AST-003,2003-10-30 06:16:24,0.533,48.64,5.474,0.07625,3.20967,0.40601
AST-003,2003-10-30 06:26:24,0.446,45.67,5.379,0.07542,3.12753,0.30856
AST-003,2003-10-30 06:36:24,0.434,46.74,5.545,0.08198,2.92825,0.41934
AST-003,2003-10-30 06:46:24,0.478,49.8,5.578,0.08904,2.94842,0.33694
AST-003,2003-10-30 06:56:24,0.473,48.07,5.492,0.07828,2.73797,0.31058
AST-003,2003-10-30 07:06:24,0.484,46.03,5.604,0.07727,2.84393,0.38754
AST-003,2003-10-30 07:16:24,0.47,47.57,5.273,0.07905,3.07317,0.3245
AST-003,2003-10-30 07:26:24,0.435,46.29,5.13,0.08567,2.93524,0.40987
AST-003,2003-10-30 07:36:24,0.42,47.16,5.786,0.07388,2.87262,0.40125
AST-003,2003-10-30 07:46:24,0.485,49.08,5.383,0.07993,3.03448,0.35426
AST-003,2003-10-30 07:56:24,0.497,46.75,5.832,0.08355,2.92436,0.31893
AST-003,2003-10-30 08:06:24,0.503,47.82,5.908,0.0834,2.85481,0.45183
AST-003,2003-10-30 08:16:24,0.499,47.38,5.477,0.08436,3.06702,0.45874
AST-003,2003-10-30 08:26:24,0.506,48.47,5.316,0.08279,3.03176,0.43832
AST-003,2003-10-30 08:36:24,0.503,49.97,5.731,0.07294,2.83402,0.34437
AST-003,2003-10-30 08:46:24,0.413,47.76,5.537,0.07973,3.17489,0.40325
AST-003,2003-10-30 08:56:24,0.397,48.54,5.413,0.07729,3.14029,0.34753
AST-003,2003-10-30 09:06:24,0.488,49.51,5.681,0.08648,2.49836,0.45443
AST-003,2003-10-30 09:16:24,0.445,45.98,5.467,0.07155,3.2644,0.34513
AST-003,2003-10-30 09:26:24,0.542,47.61,5.638,0.08147,2.74745,0.36594
AST-003,2003-10-30 09:36:24,0.49,45.91,5.551,0.07582,3.09211,0.34699
AST-003,2003-10-30 09:46:24,0.461,47.94,5.552,0.07886,2.63502,0.28056
AST-003,2003-10-30 09:56:24,0.54,49.98,5.665,0.07265,2.84282,0.37779
AST-003,2003-10-30 10:06:24,0.512,50.2,5.387,0.07119,2.75556,0.33202
AST-003,2003-10-30 10:16:24,0.445,49.45,5.522,0.08177,2.67346,0.40371
AST-003,2003-10-30 10:26:24,0.532,51.56,5.789,0.07389,3.08377,0.26883
AST-003,2003-10-30 10:36:24,0.498,50.16,5.611,0.07979,2.81808,0.33321
AST-003,2003-10-30 10:46:24,0.51,50.17,5.445,0.07869,3.15722,0.40297
AST-003,2003-10-30 10:56:24,0.533,47.8,5.349,0.08491,3.00666,0.39237
AST-003,2003-10-30 11:06:24,0.498,50.76,5.666,0.08444,3.16279,0.39726
AST-003,2003-10-30 11:16:24,0.487,48.4,5.699,0.07607,3.00346,0.32008
AST-003,2003-10-30 11:26:24,0.467,51.34,5.444,0.07113,2.75036,0.31288
AST-003,2003-10-30 11:36:24,0.515,48.72,5.465,0.08199,3.00779,0.42865
AST-003,2003-10-30 11:46:24,0.488,50.9,5.54,0.08547,2.90158,0.34094
AST-003,2003-10-30 11:56:24,0.427,51.27,5.482,0.07775,3.12438,0.30088
AST-003,2003-10-30 12:06:24,0.493,49.7,5.336,0.08179,2.82487,0.34148
AST-003,2003-10-30 12:16:24,0.466,50.22,5.466,0.07902,3.30921,0.29092
AST-003,2003-10-30 12:26:24,0.541,47.55,5.614,0.0819,3.03904,0.44091
AST-003,2003-10-30 12:36:24,0.552,49.37,5.37,0.07052,2.86917,0.27371
AST-003,2003-10-30 12:46:24,0.501,50.88,5.582,0.08062,3.12754,0.40055
AST-003,2003-10-30 12:56:24,0.533,50.17,5.635,0.08071,3.02643,0.43934
AST-003,2003-10-30 13:06:24,0.475,51.07,5.6,0.08354,3.11164,0.29682
AST-003,2003-10-30 13:16:24,0.541,50.3,5.617,0.0789,3.26431,0.28901
AST-003,2003-10-30 13:26:24,0.475,51.75,5.534,0.0855,2.98269,0.40962
AST-003,2003-10-30 13:36:24,0.528,51.6,5.507,0.082,3.06012,0.32762
AST-003,2003-10-30 13:46:24,0.428,52.53,5.385,0.07689,2.82404,0.42166
AST-003,2003-10-30 13:56:24,0.466,52.15,5.336,0.07813,3.12916,0.3222
AST-003,2003-10-30 14:06:24,0.507,48.72,5.148,0.08864,2.94496,0.38739
AST-003,2003-10-30 14:16:24,0.512,53.13,5.446,0.08492,2.82185,0.35
AST-003,2003-10-30 14:26:24,0.529,51.33,5.475,0.08063,2.72649,0.3733
AST-003,2003-10-30 14:36:24,0.471,52.44,5.588,0.08508,3.17823,0.35173
AST-003,2003-10-30 14:46:24,0.467,51.18,5.548,0.07961,2.97996,0.41069
AST-003,2003-10-30 14:56:24,0.549,53.7,5.671,0.08973,3.29898,0.36325
AST-003,2003-10-30 15:06:24,0.518,49.84,5.509,0.07462,3.1206,0.3519
AST-003,2003-10-30 15:16:24,0.509,51.34,5.866,0.08173,2.85679,0.42849
AST-003,2003-10-30 15:26:24,0.526,50.29,5.52,0.07987,3.20618,0.33206
AST-003,2003-10-30 15:36:24,0.525,52.11,5.698,0.09088,3.32048,0.34748
AST-003,2003-10-30 15:46:24,0.516,52.02,5.447,0.0914,3.05018,0.4417
AST-003,2003-10-30 15:56:24,0.485,50.65,5.373,0.08681,3.06945,0.40679
AST-003,2003-10-30 16:06:24,0.507,49.22,5.438,0.0838,3.01299,0.41725
AST-003,2003-10-30 16:16:24,0.543,52.29,5.765,0.08398,2.90967,0.33882
AST-003,2003-10-30 16:26:24,0.546,53.59,5.653,0.08749,3.10748,0.41694
AST-003,2003-10-30 16:36:24,0.487,50.03,5.644,0.0849,2.87263,0.32649
AST-003,2003-10-30 16:46:24,0.48,53.34,5.39,0.08898,3.13974,0.48185
AST-003,2003-10-30 16:56:24,0.471,54.51,5.514,0.08211,2.8924,0.35031
AST-003,2003-10-30 17:06:24,0.466,53.27,5.323,0.08956,2.99864,0.37843
AST-003,2003-10-30 17:16:24,0.546,51.75,5.482,0.08545,3.26804,0.33698
AST-003,2003-10-30 17:26:24,0.57,51.2,5.564,0.08693,3.07009,0.31508
AST-003,2003-10-30 17:36:24,0.527,53.16,5.437,0.0866,2.97383,0.3736
AST-003,2003-10-30 17:46:24,0.547,50.99,5.608,0.07824,3.17394,0.42226
AST-003,2003-10-30 17:56:24,0.497,52.74,5.653,0.08829,3.14172,0.42976
AST-003,2003-10-30 18:06:24,0.516,49.62,5.395,0.08631,3.00563,0.36561
AST-003,2003-10-30 18:16:24,0.513,51.13,5.258,0.0834,3.03952,0.36022
AST-003,2003-10-30 18:26:24,0.593,51.44,5.178,0.08718,3.28703,0.38286
AST-003,2003-10-30 18:36:24,0.535,52.93,5.478,0.07546,3.13658,0.36505
AST-003,2003-10-30 18:46:24,0.52,52.35,5.439,0.08334,2.95246,0.34065
AST-003,2003-10-30 18:56:24,0.527,51.8,5.239,0.08673,3.13709,0.42024
AST-003,2003-10-30 19:06:24,0.46,51.25,5.599,0.0861,2.95306,0.31781
AST-003,2003-10-30 19:16:24,0.526,52.29,5.659,0.07642,2.80179,0.334
AST-003,2003-10-30 19:26:24,0.488,53.09,5.721,0.07539,3.20225,0.31123
AST-003,2003-10-30 19:36:24,0.584,49.86,5.794,0.08944,2.82698,0.4575
AST-003,2003-10-30 19:46:24,0.488,52.3,5.715,0.07557,2.94306,0.39016
AST-003,2003-10-30 19:56:24,0.506,51.78,5.479,0.08767,2.64229,0.45792
AST-003,2003-10-30 20:06:24,0.528,51.8,5.422,0.08321,3.03686,0.33469
AST-003,2003-10-30 20:16:24,0.582,50.74,5.489,0.07999,2.8753,0.40819
AST-003,2003-10-30 20:26:24,0.543,53.18,5.599,0.08086,3.2457,0.33095
AST-003,2003-10-30 20:36:24,0.475,50.18,5.375,0.08384,3.00357,0.42854
AST-003,2003-10-30 20:46:24,0.578,50.6,5.494,0.08771,3.06521,0.43864
AST-003,2003-10-30 20:56:24,0.563,52.6,5.512,0.07518,2.8899,0.27533
AST-003,2003-10-30 21:06:24,0.469,50.13,5.595,0.07825,3.03897,0.3296
AST-003,2003-10-30 21:16:24,0.478,50.45,5.398,0.08081,3.07115,0.36912
AST-003,2003-10-30 21:26:24,0.504,51.13,5.501,0.08537,2.95736,0.30185
AST-003,2003-10-30 21:36:24,0.507,50.3,5.498,0.08097,3.13909,0.39618
AST-003,2003-10-30 21:46:24,0.436,52.07,5.469,0.07207,3.0357,0.30236
AST-003,2003-10-30 21:56:24,0.51,50.64,5.684,0.07901,3.06409,0.31744
AST-003,2003-10-30 22:06:24,0.557,52.0,5.528,0.07722,2.80403,0.40373
AST-003,2003-10-30 22:16:24,0.438,51.37,5.606,0.07358,2.76188,0.35085
AST-003,2003-10-30 22:26:24,0.486,51.92,5.409,0.08261,2.8227,0.33263
AST-003,2003-10-30 22:36:24,0.557,50.62,5.334,0.07902,3.42737,0.34999
AST-003,2003-10-30 22:46:24,0.521,50.35,5.245,0.08413,3.01974,0.43549
AST-003,2003-10-30 22:56:24,0.525,51.11,5.547,0.07299,2.99619,0.36088
AST-003,2003-10-30 23:06:24,0.556,50.62,5.329,0.08192,3.09617,0.40591
AST-003,2003-10-30 23:16:24,0.475,49.89,5.296,0.07978,2.90422,0.29268
AST-003,2003-10-30 23:26:24,0.486,50.77,5.647,0.07401,2.92999,0.27009
AST-003,2003-10-30 23:36:24,0.516,49.01,5.647,0.08022,3.26641,0.36985
AST-003,2003-10-30 23:46:24,0.481,50.56,5.406,0.08225,3.33258,0.38178
AST-003,2003-10-30 23:56:24,0.492,51.18,5.494,0.08281,3.18359,0.3982
AST-003,2003-10-31 00:06:24,0.423,48.45,5.5,0.08724,3.07836,0.33748
AST-003,2003-10-31 00:16:24,0.524,49.2,5.526,0.07388,3.0215,0.38966
AST-003,2003-10-31 00:26:24,0.467,52.27,5.548,0.07229,3.07039,0.25955
AST-003,2003-10-31 00:36:24,0.501,48.96,5.536,0.08183,3.21368,0.40164
AST-003,2003-10-31 00:46:24,0.526,52.06,5.497,0.07882,3.03371,0.42559
AST-003,2003-10-31 00:56:24,0.51,51.24,5.685,0.07254,2.96364,0.36834
AST-003,2003-10-31 01:06:24,0.513,50.53,5.495,0.08507,3.2395,0.36301
AST-003,2003-10-31 01:16:24,0.449,48.87,5.542,0.08321,2.97539,0.34856
AST-003,2003-10-31 01:26:24,0.449,48.7,5.58,0.07722,2.78614,0.33831
AST-003,2003-10-31 01:36:24,0.494,49.9,5.794,0.07051,2.93484,0.28279
AST-003,2003-10-31 01:46:24,0.51,49.66,5.319,0.07897,2.95896,0.39726
AST-003,2003-10-31 01:56:24,0.475,49.74,5.491,0.079,3.32416,0.4138
AST-003,2003-10-31 02:06:24,0.472,49.26,5.58,0.08213,3.0518,0.2997
AST-003,2003-10-31 02:16:24,0.47,50.78,5.521,0.07786,3.17145,0.34358
AST-003,2003-10-31 02:26:24,0.476,49.21,5.301,0.08072,2.94426,0.37002
AST-003,2003-10-31 02:36:24,0.429,48.25,5.811,0.07322,2.90833,0.28739
AST-003,2003-10-31 02:46:24,0.445,48.3,5.58,0.08131,3.20988,0.41076
AST-003,2003-10-31 02:56:24,0.513,46.92,5.326,0.07927,3.14979,0.41249
AST-003,2003-10-31 03:06:24,0.451,50.15,5.581,0.0754,3.29784,0.31679
AST-003,2003-10-31 03:16:24,0.476,48.79,5.477,0.08261,3.1864,0.4469
AST-003,2003-10-31 03:26:24,0.42,49.38,5.304,0.0736,3.01837,0.27037
AST-003,2003-10-31 03:36:24,0.5,47.59,5.378,0.08576,3.02879,0.43443
AST-003,2003-10-31 03:46:24,0.542,47.31,5.712,0.07631,2.84052,0.29961
AST-003,2003-10-31 03:56:24,0.475,48.55,5.571,0.0775,3.06287,0.3946
AST-003,2003-10-31 04:06:24,0.438,50.74,5.776,0.07956,3.18288,0.39639
AST-003,2003-10-31 04:16:24,0.485,48.61,5.441,0.07637,3.08965,0.35666
AST-003,2003-10-31 04:26:24,0.475,48.54,5.699,0.07361,2.94053,0.30496
AST-003,2003-10-31 04:36:24,0.527,46.56,5.657,0.07876,3.03041,0.28866
AST-003,2003-10-31 04:46:24,0.509,46.48,5.295,0.07813,2.97323,0.37863
AST-003,2003-10-31 04:56:24,0.505,47.96,5.714,0.07822,3.23353,0.29177
AST-003,2003-10-31 05:06:24,0.48,48.73,5.498,0.07305,2.84652,0.39668
AST-003,2003-10-31 05:16:24,0.546,45.5,5.476,0.07568,3.08164,0.37282
AST-003,2003-10-31 05:26:24,0.438,47.7,5.428,0.0799,3.35685,0.38535
AST-003,2003-10-31 05:36:24,0.417,48.45,5.498,0.07666,2.97043,0.39419
AST-003,2003-10-31 05:46:24,0.497,48.46,5.498,0.07877,2.91599,0.307
AST-003,2003-10-31 05:56:24,0.451,46.53,5.479,0.07316,2.71259,0.35152
AST-003,2003-10-31 06:06:24,0.519,48.47,5.498,0.07943,2.87412,0.30655
AST-003,2003-10-31 06:16:24,0.392,48.73,5.53,0.07894,2.88134,0.39693
AST-003,2003-10-31 06:26:24,0.396,46.58,5.534,0.07985,2.90621,0.43872
AST-003,2003-10-31 06:36:24,0.521,47.86,5.644,0.07906,2.95413,0.30031
AST-003,2003-10-31 06:46:24,0.544,49.17,5.299,0.07327,3.07009,0.3697
AST-003,2003-10-31 06:56:24,0.485,48.84,5.435,0.07788,3.08054,0.39144
AST-003,2003-10-31 07:06:24,0.515,49.49,5.756,0.07078,3.05452,0.3301
AST-003,2003-10-31 07:16:24,0.494,46.17,5.415,0.07608,2.92066,0.37654
AST-003,2003-10-31 07:26:24,0.462,47.59,5.298,0.07407,2.95198,0.28308
AST-003,2003-10-31 07:36:24,0.492,46.69,5.335,0.0767,3.048,0.28615
AST-003,2003-10-31 07:46:24,0.486,50.43,5.826,0.07447,2.95972,0.2652
AST-003,2003-10-31 07:56:24,0.414,49.79,5.326,0.07767,2.93556,0.42678
AST-003,2003-10-31 08:06:24,0.449,46.09,5.453,0.08369,2.96864,0.41055
AST-003,2003-10-31 08:16:24,0.489,49.29,5.337,0.08012,3.03844,0.33268
AST-003,2003-10-31 08:26:24,0.499,45.74,5.367,0.07373,2.81313,0.30477
AST-003,2003-10-31 08:36:24,0.522,46.88,5.331,0.07727,3.01482,0.41347
AST-003,2003-10-31 08:46:24,0.498,48.71,5.519,0.0763,2.87423,0.32601
AST-003,2003-10-31 08:56:24,0.471,48.67,5.529,0.08312,3.12628,0.39261
AST-003,2003-10-31 09:06:24,0.473,48.25,5.686,0.07942,2.84972,0.30354
AST-003,2003-10-31 09:16:24,0.495,47.85,5.547,0.08961,2.92095,0.31925
AST-003,2003-10-31 09:26:24,0.512,48.95,5.388,0.073,2.92863,0.27337
AST-003,2003-10-31 09:36:24,0.517,48.9,5.457,0.07859,2.92629,0.37301
AST-003,2003-10-31 09:46:24,0.482,48.68,5.801,0.08127,2.95014,0.37155
AST-003,2003-10-31 09:56:24,0.462,49.75,5.455,0.08014,3.05207,0.3829
AST-003,2003-10-31 10:06:24,0.54,46.46,5.55,0.0822,2.87636,0.32334
AST-003,2003-10-31 10:16:24,0.454,49.1,5.735,0.07616,2.97888,0.33076
AST-003,2003-10-31 10:26:24,0.543,49.05,5.527,0.07184,2.81204,0.33886
AST-003,2003-10-31 10:36:24,0.518,50.54,5.287,0.06934,2.85064,0.30222
AST-003,2003-10-31 10:46:24,0.59,50.49,5.571,0.07571,3.13781,0.31099
AST-003,2003-10-31 10:56:24,0.472,51.01,5.653,0.08453,3.05677,0.34686
AST-003,2003-10-31 11:06:24,0.455,50.56,5.577,0.08262,3.23738,0.4455
AST-003,2003-10-31 11:16:24,0.478,48.07,5.462,0.08971,3.16372,0.42994
AST-003,2003-10-31 11:26:24,0.443,50.25,5.479,0.07538,3.04856,0.37616
AST-003,2003-10-31 11:36:24,0.514,49.25,5.401,0.07793,2.95955,0.36199
AST-003,2003-10-31 11:46:24,0.525,48.01,5.372,0.08033,3.17256,0.4129
AST-003,2003-10-31 11:56:24,0.462,48.56,5.274,0.0834,3.01598,0.36276
AST-003,2003-10-31 12:06:24,0.506,51.11,5.6,0.0806,3.12741,0.30693
AST-003,2003-10-31 12:16:24,0.472,50.52,5.662,0.07872,3.1398,0.40907
AST-003,2003-10-31 12:26:24,0.462,50.71,5.543,0.07822,3.00833,0.34956
AST-003,2003-10-31 12:36:24,0.459,48.59,5.306,0.07318,3.00642,0.2853
AST-003,2003-10-31 12:46:24,0.56,50.39,5.588,0.0848,2.97102,0.34746
AST-003,2003-10-31 12:56:24,0.528,49.0,5.549,0.08155,2.97418,0.38647
AST-003,2003-10-31 13:06:24,0.475,50.75,5.276,0.08269,3.15805,0.2967
AST-003,2003-10-31 13:16:24,0.534,51.0,5.889,0.07779,2.82446,0.41182
AST-003,2003-10-31 13:26:24,0.513,50.4,5.643,0.07927,2.98437,0.28244
AST-003,2003-10-31 13:36:24,0.458,51.64,5.393,0.0875,3.10897,0.41264
AST-003,2003-10-31 13:46:24,0.533,50.37,5.503,0.08051,3.12261,0.34954
AST-003,2003-10-31 13:56:24,0.57,50.5,5.479,0.08028,3.00274,0.39987
AST-003,2003-10-31 14:06:24,0.493,50.96,5.446,0.08067,3.0246,0.28525
AST-003,2003-10-31 14:16:24,0.55,49.13,5.514,0.07102,2.97718,0.3885
AST-003,2003-10-31 14:26:24,0.47,48.93,5.498,0.0837,3.31868,0.35343
AST-003,2003-10-31 14:36:24,0.492,50.08,5.337,0.07664,2.99005,0.36111
AST-003,2003-10-31 14:46:24,0.578,50.76,5.484,0.07868,2.94797,0.2815
AST-003,2003-10-31 14:56:24,0.556,51.37,5.647,0.08359,3.07584,0.43519
AST-003,2003-10-31 15:06:24,0.527,51.67,5.445,0.07487,3.07099,0.34767
AST-003,2003-10-31 15:16:24,0.481,52.23,5.71,0.08491,2.95482,0.39808
AST-003,2003-10-31 15:26:24,0.567,49.56,5.562,0.07547,3.0922,0.3707
AST-003,2003-10-31 15:36:24,0.544,50.59,5.591,0.08151,2.77612,0.42649
AST-003,2003-10-31 15:46:24,0.523,49.71,5.554,0.07482,2.83928,0.26377
AST-003,2003-10-31 15:56:24,0.551,52.69,5.316,0.0842,2.70718,0.30921
AST-003,2003-10-31 16:06:24,0.511,50.29,5.416,0.08032,3.18609,0.39412
AST-003,2003-10-31 16:16:24,0.528,51.96,5.535,0.07953,3.04092,0.30633
AST-003,2003-10-31 16:26:24,0.52,51.72,5.616,0.07749,3.05173,0.27646
AST-003,2003-10-31 16:36:24,0.479,52.36,5.441,0.08911,3.04255,0.39297
AST-003,2003-10-31 16:46:24,0.502,51.94,5.607,0.0831,3.15094,0.36647
AST-003,2003-10-31 16:56:24,0.526,49.99,5.643,0.08111,2.98192,0.40496
AST-003,2003-10-31 17:06:24,0.527,52.66,5.412,0.0797,3.02731,0.35621
AST-003,2003-10-31 17:16:24,0.574,52.92,5.431,0.07956,2.97107,0.32628
AST-003,2003-10-31 17:26:24,0.524,51.27,5.417,0.08086,3.04521,0.39934
AST-003,2003-10-31 17:36:24,0.518,52.89,5.365,0.08505,2.89199,0.43883
AST-003,2003-10-31 17:46:24,0.511,50.74,5.388,0.08215,3.0646,0.43879
AST-003,2003-10-31 17:56:24,0.481,52.7,5.54,0.08484,2.92183,0.40569
AST-003,2003-10-31 18:06:24,0.517,51.67,5.606,0.07626,2.89603,0.32947
AST-003,2003-10-31 18:16:24,0.554,54.03,5.635,0.08851,2.94796,0.44562
AST-003,2003-10-31 18:26:24,0.458,54.84,5.564,0.0869,2.7602,0.34717
AST-003,2003-10-31 18:36:24,0.518,53.14,5.918,0.08617,3.03486,0.42294
AST-003,2003-10-31 18:46:24,0.552,51.05,5.629,0.07627,3.2014,0.36851
